id	jurisdiction	full_name	short_name	in_use	start_date	end_date	parent_court_id
texdistct479	ST	Texas 478th Judicial District Court	Tex. 478th Jud. Dist. Ct.	f			texdistct
texdistct48	ST	Texas 47th Judicial District Court	Tex. 47th Jud. Dist. Ct.	f			texdistct
texdistct480	ST	Texas 479th Judicial District Court	Tex. 479th Jud. Dist. Ct.	f			texdistct
texdistct481	ST	Texas 480th Judicial District Court	Tex. 480th Jud. Dist. Ct.	f			texdistct
texdistct482	ST	Texas 481st Judicial District Court	Tex. 481st Jud. Dist. Ct.	f			texdistct
texdistct483	ST	Texas 482nd Judicial District Court	Tex. 482nd Jud. Dist. Ct.	f			texdistct
texdistct484	ST	Texas 483rd Judicial District Court	Tex. 483rd Jud. Dist. Ct.	f			texdistct
texdistct485	ST	Texas 484th Judicial District Court	Tex. 484th Jud. Dist. Ct.	f			texdistct
texdistct486	ST	Texas 485th Judicial District Court	Tex. 485th Jud. Dist. Ct.	f			texdistct
texdistct487	ST	Texas 486th Judicial District Court	Tex. 486th Jud. Dist. Ct.	f			texdistct
texdistct488	ST	Texas 487th Judicial District Court	Tex. 487th Jud. Dist. Ct.	f			texdistct
texdistct489	ST	Texas 488th Judicial District Court	Tex. 488th Jud. Dist. Ct.	f			texdistct
texdistct49	ST	Texas 48th Judicial District Court	Tex. 48th Jud. Dist. Ct.	f			texdistct
texdistct490	ST	Texas 489th Judicial District Court	Tex. 489th Jud. Dist. Ct.	f			texdistct
texdistct491	ST	Texas 490th Judicial District Court	Tex. 490th Jud. Dist. Ct.	f			texdistct
texdistct492	ST	Texas 491st Judicial District Court	Tex. 491st Jud. Dist. Ct.	f			texdistct
texdistct493	ST	Texas 492nd Judicial District Court	Tex. 492nd Jud. Dist. Ct.	f			texdistct
texdistct494	ST	Texas 493rd Judicial District Court	Tex. 493rd Jud. Dist. Ct.	f			texdistct
texdistct495	ST	Texas 494th Judicial District Court	Tex. 494th Jud. Dist. Ct.	f			texdistct
texdistct496	ST	Texas 495th Judicial District Court	Tex. 495th Jud. Dist. Ct.	f			texdistct
texdistct497	ST	Texas 496th Judicial District Court	Tex. 496th Jud. Dist. Ct.	f			texdistct
texdistct498	ST	Texas 497th Judicial District Court	Tex. 497th Jud. Dist. Ct.	f			texdistct
texdistct499	ST	Texas 498th Judicial District Court	Tex. 498th Jud. Dist. Ct.	f			texdistct
texdistct5	ST	Texas 4th Judicial District Court	Tex. 4th Jud. Dist. Ct.	f			texdistct
texdistct50	ST	Texas 49th Judicial District Court	Tex. 49th Jud. Dist. Ct.	f			texdistct
texdistct500	ST	Texas 499th Judicial District Court	Tex. 499th Jud. Dist. Ct.	f			texdistct
texdistct501	ST	Texas 500th Judicial District Court	Tex. 500th Jud. Dist. Ct.	f			texdistct
texdistct502	ST	Texas 501st Judicial District Court	Tex. 501st Jud. Dist. Ct.	f			texdistct
texdistct503	ST	Texas 502nd Judicial District Court	Tex. 502nd Jud. Dist. Ct.	f			texdistct
texdistct504	ST	Texas 503rd Judicial District Court	Tex. 503rd Jud. Dist. Ct.	f			texdistct
texdistct505	ST	Texas 504th Judicial District Court	Tex. 504th Jud. Dist. Ct.	f			texdistct
texdistct506	ST	Texas 505th Judicial District Court	Tex. 505th Jud. Dist. Ct.	f			texdistct
texdistct507	ST	Texas 506th Judicial District Court	Tex. 506th Jud. Dist. Ct.	f			texdistct
texdistct508	ST	Texas 507th Judicial District Court	Tex. 507th Jud. Dist. Ct.	f			texdistct
texdistct51	ST	Texas 50th Judicial District Court	Tex. 50th Jud. Dist. Ct.	f			texdistct
texdistct52	ST	Texas 51st Judicial District Court	Tex. 51st Jud. Dist. Ct.	f			texdistct
texdistct53	ST	Texas 52nd Judicial District Court	Tex. 52nd Jud. Dist. Ct.	f			texdistct
texdistct54	ST	Texas 53rd Judicial District Court	Tex. 53rd Jud. Dist. Ct.	f			texdistct
texdistct55	ST	Texas 54th Judicial District Court	Tex. 54th Jud. Dist. Ct.	f			texdistct
texdistct56	ST	Texas 55th Judicial District Court	Tex. 55th Jud. Dist. Ct.	f			texdistct
texdistct57	ST	Texas 56th Judicial District Court	Tex. 56th Jud. Dist. Ct.	f			texdistct
texdistct58	ST	Texas 57th Judicial District Court	Tex. 57th Jud. Dist. Ct.	f			texdistct
texdistct59	ST	Texas 58th Judicial District Court	Tex. 58th Jud. Dist. Ct.	f			texdistct
texdistct6	ST	Texas 5th Judicial District Court	Tex. 5th Jud. Dist. Ct.	f			texdistct
texdistct60	ST	Texas 59th Judicial District Court	Tex. 59th Jud. Dist. Ct.	f			texdistct
texdistct61	ST	Texas 60th Judicial District Court	Tex. 60th Jud. Dist. Ct.	f			texdistct
texdistct62	ST	Texas 61st Judicial District Court	Tex. 61st Jud. Dist. Ct.	f			texdistct
texdistct63	ST	Texas 62nd Judicial District Court	Tex. 62nd Jud. Dist. Ct.	f			texdistct
texdistct64	ST	Texas 63rd Judicial District Court	Tex. 63rd Jud. Dist. Ct.	f			texdistct
texdistct65	ST	Texas 64th Judicial District Court	Tex. 64th Jud. Dist. Ct.	f			texdistct
texdistct66	ST	Texas 65th Judicial District Court	Tex. 65th Jud. Dist. Ct.	f			texdistct
texdistct67	ST	Texas 66th Judicial District Court	Tex. 66th Jud. Dist. Ct.	f			texdistct
texdistct68	ST	Texas 67th Judicial District Court	Tex. 67th Jud. Dist. Ct.	f			texdistct
texdistct69	ST	Texas 68th Judicial District Court	Tex. 68th Jud. Dist. Ct.	f			texdistct
texdistct7	ST	Texas 6th Judicial District Court	Tex. 6th Jud. Dist. Ct.	f			texdistct
texdistct70	ST	Texas 69th Judicial District Court	Tex. 69th Jud. Dist. Ct.	f			texdistct
texdistct71	ST	Texas 70th Judicial District Court	Tex. 70th Jud. Dist. Ct.	f			texdistct
texdistct72	ST	Texas 71st Judicial District Court	Tex. 71st Jud. Dist. Ct.	f			texdistct
texdistct73	ST	Texas 72nd Judicial District Court	Tex. 72nd Jud. Dist. Ct.	f			texdistct
texdistct74	ST	Texas 73rd Judicial District Court	Tex. 73rd Jud. Dist. Ct.	f			texdistct
texdistct75	ST	Texas 74th Judicial District Court	Tex. 74th Jud. Dist. Ct.	f			texdistct
texdistct76	ST	Texas 75th Judicial District Court	Tex. 75th Jud. Dist. Ct.	f			texdistct
texdistct77	ST	Texas 76th Judicial District Court	Tex. 76th Jud. Dist. Ct.	f			texdistct
texdistct78	ST	Texas 77th Judicial District Court	Tex. 77th Jud. Dist. Ct.	f			texdistct
texdistct79	ST	Texas 78th Judicial District Court	Tex. 78th Jud. Dist. Ct.	f			texdistct
texdistct8	ST	Texas 7th Judicial District Court	Tex. 7th Jud. Dist. Ct.	f			texdistct
texdistct80	ST	Texas 79th Judicial District Court	Tex. 79th Jud. Dist. Ct.	f			texdistct
texdistct81	ST	Texas 80th Judicial District Court	Tex. 80th Jud. Dist. Ct.	f			texdistct
texdistct82	ST	Texas 81st Judicial District Court	Tex. 81st Jud. Dist. Ct.	f			texdistct
texdistct83	ST	Texas 82nd Judicial District Court	Tex. 82nd Jud. Dist. Ct.	f			texdistct
texdistct84	ST	Texas 83rd Judicial District Court	Tex. 83rd Jud. Dist. Ct.	f			texdistct
texdistct85	ST	Texas 84th Judicial District Court	Tex. 84th Jud. Dist. Ct.	f			texdistct
texdistct86	ST	Texas 85th Judicial District Court	Tex. 85th Jud. Dist. Ct.	f			texdistct
texdistct87	ST	Texas 86th Judicial District Court	Tex. 86th Jud. Dist. Ct.	f			texdistct
texdistct88	ST	Texas 87th Judicial District Court	Tex. 87th Jud. Dist. Ct.	f			texdistct
texdistct89	ST	Texas 88th Judicial District Court	Tex. 88th Jud. Dist. Ct.	f			texdistct
texdistct9	ST	Texas 8th Judicial District Court	Tex. 8th Jud. Dist. Ct.	f			texdistct
texdistct90	ST	Texas 89th Judicial District Court	Tex. 89th Jud. Dist. Ct.	f			texdistct
texdistct91	ST	Texas 90th Judicial District Court	Tex. 90th Jud. Dist. Ct.	f			texdistct
texdistct92	ST	Texas 91st Judicial District Court	Tex. 91st Jud. Dist. Ct.	f			texdistct
texdistct93	ST	Texas 92nd Judicial District Court	Tex. 92nd Jud. Dist. Ct.	f			texdistct
texdistct94	ST	Texas 93rd Judicial District Court	Tex. 93rd Jud. Dist. Ct.	f			texdistct
texdistct95	ST	Texas 94th Judicial District Court	Tex. 94th Jud. Dist. Ct.	f			texdistct
texdistct96	ST	Texas 95th Judicial District Court	Tex. 95th Jud. Dist. Ct.	f			texdistct
texdistct97	ST	Texas 96th Judicial District Court	Tex. 96th Jud. Dist. Ct.	f			texdistct
texdistct98	ST	Texas 97th Judicial District Court	Tex. 97th Jud. Dist. Ct.	f			texdistct
texdistct99	ST	Texas 98th Judicial District Court	Tex. 98th Jud. Dist. Ct.	f			texdistct
texjpml	SA	Texas Judicial Panel on Multidistrict Litigation	Texas Judicial Panel on Multidistrict Litigation	t			
texprobct	ST	Texas Probate Court	Tex. Prob. Ct.	f			
texprobct1	ST	Texas Probate Court, Dallas No. 2	Tex. Prob. Ct., Dallas No. 2	f			
texreview	SS	Texas Special Court of Review	Texas Special Court of Review	t			
texrevtrib	SS	Texas Court of Review Tribunal	Texas Court of Review Tribunal	f			
tneb	FB	United States Bankruptcy Court, E.D. Tennessee	E.D. Tennessee	t			
tned	FD	District Court, E.D. Tennessee	E.D. Tennessee	t			usdistct
tnmb	FB	United States Bankruptcy Court, M.D. Tennessee	M.D. Tennessee	t			
tnmd	FD	District Court, M.D. Tennessee	M.D. Tennessee	t			usdistct
tnwb	FB	United States Bankruptcy Court, W.D. Tennessee	W.D. Tennessee	t			
tnwd	FD	District Court, W.D. Tennessee	W.D. Tennessee	t			usdistct
trinitydistct	ST	Trinity District Court	Trinity District Court	f	1849-01-01	1879-12-31	caldistct
ttab	FS	Trademark Trial and Appeal Board	Trademark Trial and Appeal Board	t	1958-01-01		
tulalipctapp	TRA	Tulalip Court of Appeals	Tulalip Court of Appeals	t			
txctapp1	SA	Texas Court of Appeals, 1st District (Houston)	Tex. App. Ct., 1st Dist. (Houston)	f			texapp
txctapp10	SA	Texas Court of Appeals, 10th District (Waco)	Tex. App. Ct., 10th Dist. (Waco)	f			texapp
txctapp11	SA	Texas Court of Appeals, 11th District (Eastland)	Tex. App. Ct., 11th Dist. (Eastland)	f			texapp
txctapp12	SA	Texas Court of Appeals, 12th District (Tyler)	Tex. App. Ct., 12th Dist. (Tyler)	f			texapp
txctapp13	SA	Texas Court of Appeals, 13th District	Tex. App. Ct., 13th Dist.	f			texapp
txctapp13A	SA	Texas Court of Appeals, 13th District (Corpus Christi)	Tex. App. Ct., 13th Dist. (Corpus Christi)	f			texapp
txctapp13B	SA	Texas Court of Appeals, 13th District (Edinburg)	Tex. App. Ct., 13th Dist. (Edinburg)	f			texapp
txctapp14	SA	Texas Court of Appeals, 14th District (Houston)	Tex. App. Ct., 14th Dist. (Houston)	f			texapp
txctapp15	SA	Texas Court of Appeals, 15th District	Tex. App. Ct., 15th Dist.	f			texapp
txctapp2	SA	Texas Court of Appeals, 2nd District (Fort Worth)	Tex. App. Ct., 2nd Dist. (Fort Worth)	f			texapp
txctapp3	SA	Texas Court of Appeals, 3rd District (Austin)	Tex. App. Ct., 3rd Dist. (Austin)	f			texapp
txctapp4	SA	Texas Court of Appeals, 4th District (San Antonio)	Tex. App. Ct., 4th Dist. (San Antonio)	f			texapp
txctapp5	SA	Texas Court of Appeals, 5th District (Dallas)	Tex. App. Ct., 5th Dist. (Dallas)	f			texapp
txctapp6	SA	Texas Court of Appeals, 6th District (Texarkana)	Tex. App. Ct., 6th Dist. (Texarkana)	f			texapp
txctapp7	SA	Texas Court of Appeals, 7th District (Amarillo)	Tex. App. Ct., 7th Dist. (Amarillo)	f			texapp
txctapp8	SA	Texas Court of Appeals, 8th District (El Paso)	Tex. App. Ct., 8th Dist. (El Paso)	f			texapp
txctapp9	SA	Texas Court of Appeals, 9th District (Beaumont)	Tex. App. Ct., 9th Dist. (Beaumont)	f			texapp
txeb	FB	United States Bankruptcy Court, E.D. Texas	E.D. Texas	t			
txed	FD	District Court, E.D. Texas	E.D. Texas	t			usdistct
txnb	FB	United States Bankruptcy Court, N.D. Texas	N.D. Texas	t			
txnd	FD	District Court, N.D. Texas	N.D. Texas	t			usdistct
txsb	FB	United States Bankruptcy Court, S.D. Texas	S.D. Texas	t			
txsd	FD	District Court, S.D. Texas	S.D. Texas	t			usdistct
txwb	FB	United States Bankruptcy Court, W.D. Texas	W.D. Texas	t			
txwd	FD	District Court, W.D. Texas	W.D. Texas	t			usdistct
usafctmilrev	MA	U S Air Force Court of Military Review	U S Air Force Court of Military Review	t			
usarmymilrev	MA	U.S. Army Court of Military Review	U.S. Army Court of Military Review	t			
usberlinct	FS	 United States Court of Berlin	United States Court of Berlin	f			usdistct
uscfc	FS	United States Court of Federal Claims	Federal Claims	t	1982-04-02		
uscgcoca	MA	U S Coast Guard Court of Criminal Appeals	U S Coast Guard Court of Criminal Appeals	t			
uscirct	F	United States Circuit Court	U.S. Circuit Court	f	1789-01-01	1911-12-31	
usdistct	FD	United States District Court	U.S. District Court	f	1789-01-01		
usjc	C	United States Judicial Conference Committee	U.S. Judicial Conference Committee	t			
usjudconfcomdis	FS	United States Judicial Conference Committee on Judicial Conduct and Disability	United States Judicial Conference Committee on Judicial Conduct and Disability	f			
uslandoffice	FS	United States Land Office	United States Land Office	f			
usnmcmilrev	MA	U.S. Navy-Marine Corps Court of Military Review	U.S. Navy-Marine Corps Court of Military Review	t			
usprovctla	FS	United States Provisional Court for the State of Louisiana	United States Provisional Court for the State of Louisiana	f			
ussurveyor	FS	United States Surveyor	United States Surveyor	f			
utah	S	Utah Supreme Court	Utah Supreme Court	t	1850-01-01		
utahctapp	SA	Court of Appeals of Utah	Court of Appeals of Utah	t	1987-01-17		
utb	FB	United States Bankruptcy Court, D. Utah	D. Utah	t			
utd	FD	District Court, D. Utah	D. Utah	t			usdistct
va	S	Supreme Court of Virginia	Supreme Court of Virginia	t	1779-01-01		
vacc	ST	Virginia Circuit Court	Virginia Circuit Court	f			
vaccaccomack	ST	Accomack County Circuit Court	Accomack County Circuit Court	f			vacc
vaccalbemarle	ST	Albemarle County Circuit Court	Albemarle County Circuit Court	f			vacc
vaccalexandria	ST	Alexandria County Circuit Court	Alexandria County Circuit Court	f			vacc
vaccalleghany	ST	Alleghany County Circuit Court	Alleghany County Circuit Court	f			vacc
vaccamelia	ST	Amelia County Circuit Court	Amelia County Circuit Court	f			vacc
vaccamherst	ST	Amherst County Circuit Court	Amherst County Circuit Court	f			vacc
vaccarlington	ST	Arlington County Circuit Court	Arlington County Circuit Court	f			vacc
vaccaugusta	ST	Augusta County Circuit Court	Augusta County Circuit Court	f			vacc
vaccbath	ST	Bath County Circuit Court	Bath County Circuit Court	f			vacc
vaccbedford	ST	Bedford County Circuit Court	Bedford County Circuit Court	f			vacc
vaccbotetourt	ST	Botetourt County Circuit Court	Botetourt County Circuit Court	f			vacc
vaccbristol	ST	Bristol County Circuit Court	Bristol County Circuit Court	f			vacc
vaccbrunswick	ST	Brunswick County Circuit Court	Brunswick County Circuit Court	f			vacc
vaccbuchanan	ST	Buchanan County Circuit Court	Buchanan County Circuit Court	f			vacc
vaccbuckingham	ST	Buckingham County Circuit Court	Buckingham County Circuit Court	f			vacc
vacccampbell	ST	Campbell County Circuit Court	Campbell County Circuit Court	f			vacc
vacccaroline	ST	Caroline County Circuit Court	Caroline County Circuit Court	f			vacc
vacccarroll	ST	Carroll County Circuit Court	Carroll County Circuit Court	f			vacc
vacccharles	ST	Charles City County Circuit Court	Charles City County Circuit Court	f			vacc
vacccharlottesv	ST	Charlottesville County Circuit Court	Charlottesville County Circuit Court	f			vacc
vaccchesapeake	ST	Chesapeake County Circuit Court	Chesapeake County Circuit Court	f			vacc
vaccchesterfiel	ST	Chesterfield County Circuit Court	Chesterfield County Circuit Court	f			vacc
vaccclarke	ST	Clarke County Circuit Court	Clarke County Circuit Court	f			vacc
vacccolonialh	ST	Colonial Heights County Circuit Court	Colonial Heights County Circuit Court	f			vacc
vacccraig	ST	Craig County Circuit Court	Craig County Circuit Court	f			vacc
vaccculpeper	ST	Culpeper County Circuit Court	Culpeper County Circuit Court	f			vacc
vaccdanville	ST	Danville County Circuit Court	Danville County Circuit Court	f			vacc
vaccdickenson	ST	Dickenson County Circuit Court	Dickenson County Circuit Court	f			vacc
vaccdinwiddie	ST	Dinwiddie County Circuit Court	Dinwiddie County Circuit Court	f			vacc
